序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
117,300167,*ST迪威,2.77,7.78,0.2,291417,77858634.74,8.95,2.78,2.55,2.55,2.57,1.37,8.17,-25.93,-102.9,998723500,988204425,0.0,0.0,27.06,21.49
118,605196,华通线缆,13.35,7.75,0.96,321452,428552277.0,9.77,13.63,12.42,12.5,12.39,1.13,6.29,18.43,2.22,6828295126,6820258426,0.23,-0.07,12.28,14.3
119,833427,华维设计,15.05,7.73,1.08,96420,148468267.64,18.68,16.97,14.36,14.37,13.97,2.8,19.05,76.05,4.57,1551579750,761833468,-0.13,1.14,1.07,36.82
120,688281,华秦科技,94.51,7.73,6.78,40914,385859721.0,15.38,99.54,86.05,87.01,87.73,1.83,3.36,44.44,4.04,18400467469,11500292369,0.0,0.01,-1.0,1.65
121,603678,火炬电子,34.4,7.53,2.41,233391,800511114.0,10.97,35.19,31.68,31.68,31.99,2.21,5.09,52.33,2.9,15766974398,15766974398,-0.06,-0.58,14.1,12.79
122,832469,富恒新材,15.74,7.51,1.1,171058,264359055.48,14.07,16.49,14.43,14.63,14.64,1.92,17.46,42.28,4.61,2218490040,1541718063,-0.13,0.0,2.54,35.69
123,301023,江南奕帆,75.95,7.5,5.3,55371,417154770.07,14.71,79.78,69.39,69.95,70.65,1.45,18.56,44.26,5.37,4253218988,2265428321,-0.04,-0.42,49.04,60.91
124,833914,远航精密,20.47,7.45,1.42,120522,245254287.15,16.22,21.87,18.78,18.86,19.05,1.69,12.05,22.69,2.24,2047000000,2047000000,-0.15,-0.53,19.99,27.78
125,301261,恒工精密,83.0,7.37,5.7,56551,456154533.46,11.05,84.75,76.21,76.6,77.3,1.04,14.92,56.91,4.67,7294886268,3144886268,1.12,2.47,87.4,100.58
126,603992,松霖科技,25.07,7.37,1.72,91653,223943059.0,8.95,25.4,23.31,23.35,23.35,1.87,2.18,23.97,3.37,10742197093,10537776313,0.12,0.16,24.79,35.73
127,600238,海南椰岛,6.94,7.26,0.47,709033,485657760.0,11.9,7.12,6.35,6.41,6.47,1.48,15.93,-230.77,13.26,3110508000,3088310965,0.14,1.76,-27.48,-9.16
128,301500,飞南资源,20.94,7.22,1.41,158726,340185953.3,18.48,22.98,19.37,19.41,19.53,5.23,16.42,34.91,1.84,8419990291,2024623079,0.0,0.14,4.75,16.33
129,603119,浙江荣泰,37.78,7.21,2.54,220656,809031200.0,11.12,38.47,34.55,34.58,35.24,1.16,10.82,61.88,7.78,13742178427,7702566868,0.03,-0.13,80.33,68.74
130,301128,强瑞技术,93.98,7.2,6.31,60172,546269871.01,12.05,95.99,85.43,86.6,87.67,0.93,21.02,65.62,8.13,6943864736,2689724610,-0.02,0.3,74.75,64.88
131,300815,玉禾田,17.46,7.18,1.17,211076,363458909.38,9.09,17.74,16.26,16.28,16.29,4.07,5.42,10.53,1.73,6959416320,6801963926,0.11,0.06,7.51,11.99
132,836720,吉冈精密,23.36,7.16,1.56,124089,280671768.84,11.74,23.79,21.23,21.57,21.8,1.43,24.27,57.65,9.28,4443525184,1194503298,0.26,-0.17,3.59,51.69
133,002158,汉钟精机,20.68,7.15,1.38,350406,720505313.12,10.47,21.23,19.21,19.21,19.3,5.79,6.57,12.5,2.61,11058095195,11034892441,-0.1,0.24,4.82,11.66
134,000700,模塑科技,7.95,7.14,0.53,1418207,1143694407.96,9.3,8.16,7.47,7.47,7.42,3.97,15.45,10.15,2.13,7298222343,7298222343,0.0,0.13,11.66,16.91
135,688519,南亚新材,32.42,7.14,2.16,75177,239483358.0,12.52,33.39,29.6,30.0,30.26,1.68,3.24,148.78,3.18,7731639933,7530960133,-0.06,-0.03,50.16,52.49
136,831195,三祥科技,15.48,7.13,1.03,81023,124267484.43,10.38,15.95,14.45,14.75,14.45,2.02,11.45,18.8,2.06,1517504400,1095349088,-0.13,-0.13,3.34,40.98
137,001309,德明利,154.66,7.12,10.28,128857,1956629184.46,12.43,158.82,140.88,142.32,144.38,1.25,14.7,44.5,9.89,25019761452,13553807423,-0.09,-0.1,97.67,77.36
138,600151,航天机电,7.7,7.09,0.51,846363,648587248.0,10.99,7.91,7.12,7.18,7.19,3.42,5.9,-155.19,2.28,11043742610,11043742610,-0.13,-0.52,-6.78,-3.51
139,002110,三钢闽光,4.38,7.09,0.29,687583,295886709.31,9.78,4.43,4.03,4.08,4.09,1.31,2.83,-6.0,0.56,10639353874,10639353874,0.23,0.0,19.67,31.93
140,873726,卓兆点胶,30.17,7.06,1.99,39361,115059662.78,8.98,30.5,27.97,28.69,28.18,1.47,16.92,-90.29,4.35,2476270512,701807179,0.2,0.1,-3.73,45.19
