序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,873167,新赣江,36.13,24.2,7.04,,,0.0,,,,29.09,,0.0,82.55,5.39,2560216963,1509578855,3.23,3.2,65.96,156.79
2,871245,威博液压,71.0,23.07,13.31,,,0.0,,,,57.69,,0.0,118.87,10.38,3535800000,1729206846,-5.32,-5.32,168.74,85.86
3,300253,卫宁健康,14.4,14.56,1.83,,,0.0,,,,12.57,,0.0,153.03,5.44,31550157821,27233818142,-4.45,-4.51,80.0,101.12
4,430300,辰光医疗,18.66,13.3,2.19,,,0.0,,,,16.47,,0.0,-20.71,6.94,1601907371,1241480701,3.67,3.67,12.07,60.86
5,688097,博众精工,36.0,12.46,3.99,,,0.0,,,,32.01,,0.0,40.34,3.58,16079319540,15970446540,7.3,7.91,23.41,37.14
6,688393,安必平,45.0,11.86,4.77,,,0.0,,,,40.23,,0.0,191.07,3.35,4210546455,4210546455,-4.26,-4.26,121.13,159.97
7,872925,锦好医疗,15.78,11.28,1.6,,,0.0,,,,14.18,,0.0,195.97,4.33,1541495227,872555936,0.0,3.48,-9.83,35.57
8,301005,超捷股份,39.2,11.08,3.91,,,0.0,,,,35.29,,0.0,155.54,6.89,5286588401,5188974011,-7.44,-7.44,26.37,34.02
9,300244,迪安诊断,19.88,10.75,1.93,,,0.0,,,,17.95,,0.0,71.21,1.76,12424591188,9969006133,-0.6,-3.35,56.66,75.15
10,835579,机科股份,35.54,10.34,3.33,,,0.0,,,,32.21,,0.0,291.26,8.82,4601719200,1584174887,-8.8,-11.13,32.81,91.28
11,301021,英诺激光,33.18,10.27,3.09,,,0.0,,,,30.09,,0.0,4396.06,5.15,5048401104,5047500267,-2.27,-2.98,0.88,28.16
12,835670,数字人,22.5,10.19,2.08,,,0.0,,,,20.42,,0.0,-430.81,9.9,2389104000,1499589473,4.85,5.34,2.09,46.01
13,002162,悦心健康,4.79,10.11,0.44,,,0.0,,,,4.35,,0.0,-30.0,5.31,4414388811,4410138644,0.0,0.0,24.09,38.44
14,000665,湖北广电,5.8,10.06,0.53,,,0.0,,,,5.27,,0.0,-14.15,1.36,6595467071,6595239914,0.0,0.0,31.82,26.09
15,002093,国脉科技,10.96,10.04,1.0,,,0.0,,,,9.96,,0.0,55.91,3.04,11042200000,11035254100,0.0,0.0,28.64,40.51
16,605303,园林股份,10.87,10.02,0.99,,,0.0,,,,9.88,,0.0,-20.07,1.52,1752650625,1752650625,0.0,0.0,20.11,43.4
17,603716,塞力医疗,10.98,10.02,1.0,,,0.0,,,,9.98,,0.0,-28.07,2.15,2097051029,2097051029,0.0,0.0,20.0,52.08
18,603108,润达医疗,22.84,10.02,2.08,,,0.0,,,,20.76,,0.0,205.06,3.21,13787143972,13787143972,0.0,0.0,18.77,43.38
19,002760,凤形股份,24.17,10.01,2.2,,,0.0,,,,21.97,,0.0,137.05,2.95,2610087024,2610087024,0.0,0.0,21.4,42.18
