序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1677,301285,鸿日达,32.05,0.16,0.05,37284.0,120417383.74,5.44,33.0,31.26,32.09,32.0,0.63,4.74,168.02,6.24,6623773500.0,2522649346.0,-0.06,0.06,10.44,11.75
1678,301020,密封科技,19.26,0.16,0.03,14023.0,27163482.0,2.76,19.59,19.06,19.26,19.23,0.88,0.96,31.94,3.06,2819664000.0,2819664000.0,0.1,0.21,-1.03,2.72
1679,000987,越秀资本,6.46,0.16,0.01,198876.0,129260785.65,2.02,6.56,6.43,6.45,6.45,0.71,0.4,14.14,1.1,32410675705.0,32398396737.0,0.0,-0.15,-13.52,-7.98
1680,301112,信邦智能,25.88,0.15,0.04,34218.0,89696469.0,6.46,27.3,25.63,26.45,25.84,0.83,9.44,248.44,2.33,2853699608.0,938328805.0,0.08,0.15,1.45,10.74
1681,300276,三丰智能,13.18,0.15,0.02,1405395.0,1854617990.2,7.6,13.75,12.75,13.25,13.16,0.55,13.77,748.63,9.55,18465746608.0,13453747572.0,0.0,0.08,128.03,46.61
1682,000712,锦龙股份,13.25,0.15,0.02,224487.0,298212241.46,2.8,13.43,13.06,13.23,13.23,0.68,2.51,-92.79,4.97,11872000000.0,11860763669.0,-0.08,0.08,-26.1,-12.37
1683,301132,满坤科技,26.92,0.15,0.04,23834.0,64863551.92,4.43,27.78,26.59,26.99,26.88,0.8,5.18,41.71,2.28,3986481823.0,1238728161.0,-0.19,0.3,-5.21,-2.11
1684,002566,益盛药业,6.82,0.15,0.01,42346.0,29110283.5,2.35,6.93,6.77,6.81,6.81,1.25,1.83,47.2,1.02,2257089912.0,1580810992.0,-0.15,0.15,-9.91,0.0
1685,002355,兴民智通,6.86,0.15,0.01,177674.0,123429144.0,3.65,7.09,6.84,6.94,6.85,0.61,2.87,23.65,3.54,4257112944.0,4240623219.0,-0.15,-0.29,-4.59,7.69
1686,000702,正虹科技,7.07,0.14,0.01,95025.0,67719669.9,3.26,7.23,7.0,7.0,7.06,0.7,3.56,-82.64,5.99,2450638382.0,1885106452.0,0.0,0.14,-14.82,6.64
1687,300448,浩云科技,7.27,0.14,0.01,249854.0,182434335.67,4.27,7.44,7.13,7.27,7.26,0.62,5.08,434.58,3.74,4918279164.0,3574420617.0,-0.14,0.28,-2.42,10.32
1688,300855,图南股份,21.83,0.14,0.03,46066.0,101255882.23,1.7,22.16,21.79,21.8,21.8,0.8,1.57,25.09,4.37,8634452645.0,6395232493.0,-0.23,-0.14,-6.23,-0.41
1689,300515,三德科技,14.8,0.14,0.02,57176.0,85345895.0,3.32,15.16,14.67,14.99,14.78,0.53,3.11,29.26,4.1,3045166600.0,2720061926.0,0.0,0.07,22.82,24.27
1690,002928,华夏航空,7.44,0.13,0.01,212006.0,157451799.32,2.56,7.53,7.34,7.42,7.43,0.62,1.66,23.26,2.8,9510117132.0,9510117132.0,0.4,0.27,-11.22,-4.12
1691,301357,北方长龙,29.78,0.13,0.04,17959.0,54220050.45,3.46,30.64,29.61,29.75,29.74,1.07,7.55,-204.42,2.52,2835056000.0,708764000.0,0.03,0.3,-19.4,-10.41
1692,301559,中集环科,15.03,0.13,0.02,14787.0,22321812.0,1.13,15.18,15.01,15.01,15.01,0.81,1.64,37.55,1.97,9018000000.0,1352700000.0,-0.13,-0.2,-6.53,-2.08
1693,002813,路畅科技,23.35,0.13,0.03,14879.0,35064371.0,2.66,23.83,23.21,23.41,23.32,0.5,1.26,-52.13,8.56,2802000000.0,2766104442.0,0.0,0.04,-10.16,4.57
1694,002705,新宝股份,15.85,0.13,0.02,140474.0,224284696.54,2.65,16.18,15.76,15.83,15.83,1.31,1.74,12.25,1.56,12868231113.0,12809358238.0,-0.13,0.13,10.99,5.67
1695,000156,华数传媒,7.93,0.13,0.01,185801.0,147704886.0,2.27,8.03,7.85,7.95,7.92,0.46,1.09,31.33,1.0,14693754265.0,13480015705.0,0.0,0.0,5.03,10.14
1696,000728,国元证券,8.0,0.13,0.01,347034.0,278720224.58,1.88,8.1,7.95,8.0,7.99,0.75,0.8,15.28,0.95,34910223128.0,34910223128.0,-0.12,0.13,-2.91,-3.61
1697,000582,北部湾港,8.07,0.12,0.01,162738.0,131006699.0,1.49,8.12,8.0,8.05,8.06,1.05,0.92,15.05,1.05,18379854316.0,14213363850.0,-0.12,0.0,5.08,2.41
1698,300673,佩蒂股份,16.72,0.12,0.02,68585.0,115668390.0,3.59,17.15,16.55,16.7,16.7,0.83,4.23,20.16,2.27,4160404862.0,2708476328.0,-0.18,-0.06,10.8,-5.7
1699,000544,中原环保,8.36,0.12,0.01,47166.0,39496486.5,1.32,8.42,8.31,8.38,8.35,0.84,0.48,6.12,0.98,8148362320.0,8148362320.0,0.0,0.12,-5.64,-4.24
1700,301056,森赫股份,8.56,0.12,0.01,29119.0,25123507.33,3.16,8.73,8.46,8.53,8.55,1.0,1.09,21.52,2.68,2283693870.0,2283693870.0,0.12,0.35,-8.64,4.65
1701,301418,协昌科技,34.33,0.12,0.04,9177.0,31719442.75,2.86,34.98,34.0,34.29,34.29,0.71,3.12,49.75,1.56,2517533356.0,1010549346.0,0.0,0.06,-5.17,2.94
