序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
34,002276,万马股份,15.07,10.0,1.37,1038870.0,1516425965.05,11.46,15.07,13.5,13.5,13.7,0.66,10.34,44.99,2.71,15285347829.0,15146605874.0,0.0,0.0,83.56,78.13
35,002049,紫光国微,67.98,10.0,6.18,510562.0,3341970943.49,10.84,67.98,61.28,61.39,61.8,2.08,6.01,48.51,4.66,57757361683.0,57747174880.0,0.0,0.0,3.03,5.61
36,001339,智微智能,50.82,10.0,4.62,78033.0,382610953.98,12.4,50.82,45.09,45.41,46.2,0.62,10.67,116.11,6.26,12726241998.0,3715923334.0,0.0,0.0,25.2,38.89
37,000409,云鼎科技,11.77,10.0,1.07,525548.0,596373898.14,8.69,11.77,10.84,10.87,10.7,1.6,12.41,74.11,5.32,7983243844.0,4982749994.0,0.0,0.0,7.0,32.1
38,003028,振邦智能,48.43,9.99,4.4,24889.0,118397878.45,10.06,48.43,44.0,44.1,44.03,0.62,4.6,30.3,3.21,5413464428.0,2617963753.0,0.0,0.0,28.77,35.09
39,003033,征和工业,44.14,9.99,4.01,38739.0,164897401.76,12.31,44.14,39.2,40.13,40.13,0.66,4.81,27.68,2.96,3608445000.0,3557601282.0,0.0,0.0,59.93,64.39
40,001298,好上好,28.95,9.99,2.63,167914.0,475722320.35,11.55,28.95,25.91,26.0,26.32,1.95,15.8,146.64,3.81,5926484196.0,3076404753.0,0.0,0.0,5.89,15.57
41,002265,建设工业,25.54,9.99,2.32,542416.0,1349850926.97,11.76,25.54,22.81,22.99,23.22,1.04,13.46,108.01,7.45,26383851995.0,10295098019.0,0.0,0.0,124.23,9.76
42,002933,新兴装备,37.32,9.99,3.39,53671.0,197346969.0,9.99,37.32,33.93,34.68,33.93,0.54,4.7,193.85,2.92,4379502000.0,4257187454.0,0.0,0.0,8.46,25.11
43,002134,天津普林,22.57,9.99,2.05,131405.0,290769941.0,9.94,22.57,20.53,20.8,20.52,1.13,5.34,134.51,11.65,5548829264.0,5548829264.0,0.0,0.0,40.62,17.55
44,002786,银宝山新,11.01,9.99,1.0,230167.0,251114977.0,9.89,11.01,10.02,10.02,10.01,1.17,4.66,-31.91,14.62,5456688120.0,5440173120.0,0.0,0.0,-1.08,19.03
45,002725,跃岭股份,13.99,9.98,1.27,21500.0,30078500.0,0.0,13.99,13.99,13.99,12.72,0.21,1.01,-421.62,3.74,3581440000.0,2964850966.0,0.0,0.0,13.37,30.38
46,002697,红旗连锁,5.62,9.98,0.51,330025.0,185474196.12,0.0,5.62,5.62,5.62,5.11,0.86,3.06,14.7,1.76,7643200000.0,6056001848.0,0.0,0.0,-5.86,-4.91
47,002279,久其软件,7.94,9.97,0.72,571093.0,445889118.82,12.47,7.94,7.04,7.04,7.22,0.87,7.23,-22.59,5.14,6865298776.0,6270435151.0,0.0,0.0,15.07,26.63
48,002553,南方精工,15.77,9.97,1.43,360297.0,560176698.0,11.09,15.77,14.18,14.22,14.34,0.77,14.37,88.69,4.75,5487960000.0,3955116000.0,0.0,0.0,16.73,22.63
49,002631,德尔未来,4.75,9.95,0.43,475594.0,216035032.71,11.34,4.75,4.26,4.27,4.32,2.37,5.99,2256.7,1.6,3787093685.0,3769468672.0,0.0,0.0,-7.23,7.22
50,002679,福建金森,9.17,9.95,0.83,71498.0,64167882.8,11.03,9.17,8.25,8.35,8.34,2.62,3.03,-58.45,2.97,2161882520.0,2161882520.0,0.0,0.0,0.44,12.93
51,000697,炼石航空,7.85,9.94,0.71,281494.0,215763105.05,9.94,7.85,7.14,7.14,7.14,3.85,4.99,-24.71,33.07,6853841877.0,4427320597.0,0.0,0.0,-5.08,-11.1
52,002512,达华智能,5.64,9.94,0.51,1286976.0,703941878.29,11.31,5.64,5.06,5.11,5.13,1.69,12.27,83.46,14.45,6469613160.0,5913285963.0,0.0,0.0,11.46,18.99
53,002164,宁波东力,6.97,9.94,0.63,211392.0,141742414.3,11.83,6.97,6.22,6.25,6.34,0.36,4.41,65.12,2.71,3709250612.0,3344033269.0,0.0,0.0,28.36,39.12
54,003021,兆威机电,147.8,9.93,13.35,162131.0,2351712836.96,8.9,147.9,135.93,135.99,134.45,1.09,7.86,167.29,11.26,35502077300.0,30475943204.0,0.07,0.76,99.46,99.97
55,000056,皇庭国际,3.89,9.89,0.35,2456483.0,907880404.38,12.15,3.89,3.46,3.55,3.54,2.5,27.18,-13.5,6.42,4707245121.0,3515282361.0,0.0,0.0,41.45,42.49
56,301023,江南奕帆,72.26,9.62,6.34,43777.0,310651116.72,15.79,74.91,64.5,64.8,65.92,1.33,14.68,42.11,5.11,4046578065.0,2155363404.0,0.85,1.28,41.94,53.09
57,300593,新雷能,14.57,9.14,1.22,409759.0,587164404.14,11.24,14.77,13.27,13.43,13.35,1.41,9.1,-43.08,2.82,7904202693.0,6560339210.0,0.21,-0.88,13.92,30.09
58,301302,华如科技,26.32,9.03,2.18,128806.0,331313446.44,9.61,26.32,24.0,24.17,24.14,1.61,15.29,-11.5,2.24,4102366800.0,2217196800.0,0.08,0.3,19.91,9.44
59,300951,博硕科技,33.15,8.83,2.69,89486.0,291011700.2,13.03,34.27,30.3,30.4,30.46,3.21,5.92,26.07,2.46,5617443096.0,5008553178.0,0.06,0.12,8.87,10.98
60,300077,国民技术,28.44,8.72,2.28,968419.0,2677107111.21,12.31,29.0,25.78,25.9,26.16,1.06,17.11,-83.28,15.41,16584123348.0,16096894956.0,-0.04,0.0,-6.11,19.3
61,301248,杰创智能,21.99,8.59,1.74,192745.0,411051979.94,14.12,22.53,19.67,19.73,20.25,1.06,18.89,-43.37,2.26,3379972950.0,2243219141.0,0.14,0.0,27.85,38.48
62,300353,东土科技,13.88,8.44,1.08,599882.0,808293732.92,9.92,13.99,12.72,12.8,12.8,2.56,11.49,220.92,3.95,8534713188.0,7248171352.0,0.07,-0.43,-2.25,20.91
63,300676,华大基因,65.91,8.39,5.1,232545.0,1479581173.84,10.79,65.96,59.4,59.9,60.81,1.6,5.64,-165.55,2.79,27406800008.0,27189201571.0,0.02,0.05,44.48,57.04
64,300115,长盈精密,28.0,8.23,2.13,2091891.0,5751850208.31,9.35,28.28,25.86,25.86,25.87,1.29,15.48,49.38,4.76,37959784716.0,37849969500.0,0.04,0.07,68.67,72.41
65,301310,鑫宏业,37.59,8.17,2.84,113296.0,414949606.57,13.27,38.61,34.0,34.7,34.75,1.12,16.37,40.11,2.26,5109910924.0,2601613673.0,0.03,0.24,50.12,46.84
66,300424,航新科技,17.17,8.12,1.29,264637.0,450776680.7,12.53,17.84,15.85,15.88,15.88,2.65,10.81,166.22,5.06,4213974962.0,4204031352.0,0.0,0.23,-5.24,-4.93
67,300397,天和防务,12.5,8.04,0.93,318155.0,395695024.98,14.0,13.22,11.6,11.63,11.57,2.61,7.85,-76.1,4.1,6470459313.0,5068817600.0,0.08,0.0,-2.57,13.74
68,300101,振芯科技,19.1,7.91,1.4,409461.0,765802358.74,7.12,19.26,18.0,18.0,17.7,2.28,7.23,114.68,6.0,10846998870.0,10811429227.0,-0.05,0.0,-19.0,-11.82
69,300659,中孚信息,18.03,7.9,1.32,117100.0,205109261.85,10.05,18.13,16.45,16.45,16.71,1.54,6.15,-18.67,3.65,4694874575.0,3431699104.0,0.0,0.17,-9.17,11.37
70,002689,远大智能,4.51,7.89,0.33,1262842.0,565507204.54,10.77,4.6,4.15,4.15,4.18,1.57,12.11,-430.04,4.07,4705331370.0,4703530973.0,0.0,0.0,21.24,29.23
71,002937,兴瑞科技,21.35,7.88,1.56,166081.0,345538190.72,9.9,21.57,19.61,19.75,19.79,1.07,5.6,24.78,4.28,6357546529.0,6336358362.0,0.05,0.28,22.63,26.33
72,300767,震安科技,11.31,7.71,0.81,203997.0,224756432.91,8.0,11.31,10.47,10.48,10.5,2.26,8.51,-41.23,1.87,3124851527.0,2710978657.0,0.09,0.27,1.98,25.39
73,300652,雷迪克,43.79,7.59,3.09,75076.0,325737158.0,10.0,44.62,40.55,41.84,40.7,1.29,8.15,36.24,3.3,4493210144.0,4032652366.0,-0.02,0.3,72.67,47.34
74,002439,启明星辰,18.45,7.58,1.3,808666.0,1489220053.39,11.31,18.87,16.93,16.97,17.15,1.74,11.17,-80.25,1.96,22478914987.0,13360985780.0,0.0,0.11,7.39,16.62
75,300683,海特生物,24.75,7.56,1.74,46899.0,112606588.08,9.17,24.91,22.8,22.98,23.01,2.21,3.84,-61.14,1.34,3239636177.0,3021099865.0,-0.04,-0.12,-16.24,4.39
76,301307,美利信,25.46,7.47,1.77,156922.0,394144760.0,10.93,26.01,23.42,23.67,23.69,0.95,14.4,-83.89,1.68,5361876000.0,2774927154.0,0.0,0.28,6.48,25.23
77,300591,万里马,4.8,7.38,0.33,470046.0,222414121.31,13.42,4.98,4.38,4.4,4.47,2.11,13.4,-22.41,4.58,1947234130.0,1683190330.0,0.0,0.0,-11.44,16.79
78,300249,依米康,18.23,7.3,1.24,642659.0,1129459953.24,9.48,18.24,16.63,16.8,16.99,1.06,17.2,814.08,19.32,8030096131.0,6810671943.0,0.05,0.39,68.17,42.64
79,300053,航宇微,15.33,7.28,1.04,563010.0,840229441.6,9.66,15.45,14.07,14.07,14.29,1.0,8.86,-130.63,5.32,10683083372.0,9741711088.0,0.0,0.07,-2.42,17.11
80,002210,飞马国际,2.36,7.27,0.16,3214777.0,747972224.32,11.82,2.42,2.16,2.18,2.2,2.78,12.08,140.34,19.85,6280509347.0,6280486691.0,0.0,-0.42,1.29,-11.28
81,301390,经纬股份,36.1,7.25,2.44,28848.0,101851116.46,8.2,36.27,33.51,33.51,33.66,1.81,9.93,61.22,2.27,2166000000.0,1048731353.0,0.08,0.08,11.63,7.22
82,300720,海川智能,21.06,7.23,1.42,55625.0,114061760.7,8.25,21.12,19.5,19.5,19.64,1.08,3.21,83.79,7.11,4104115011.0,3649741194.0,-0.09,-0.14,10.84,19.93
83,002170,芭田股份,9.51,7.22,0.64,745484.0,705050582.21,8.46,9.7,8.95,9.0,8.87,1.5,10.49,33.58,3.05,9148514506.0,6761237503.0,0.21,0.11,7.58,8.93
84,300786,国林科技,16.06,7.21,1.08,258496.0,405945804.2,11.62,16.35,14.61,14.61,14.98,1.54,17.62,-62.73,2.52,2955295017.0,2356025191.0,0.31,0.69,6.01,15.54
85,301095,广立微,57.78,7.2,3.88,82498.0,467681974.55,10.61,58.7,52.98,53.0,53.9,1.17,7.67,1125.75,3.77,11572241265.0,6218223278.0,-0.05,-0.19,-5.43,10.97
86,301413,安培龙,99.56,7.11,6.61,58965.0,587161271.19,12.53,104.65,93.0,93.0,92.95,1.06,10.25,117.76,8.25,9796901627.0,5726685326.0,0.22,0.3,84.37,86.06
87,300671,富满微,37.39,7.1,2.48,134826.0,493568982.57,11.69,38.48,34.4,34.78,34.91,1.45,6.21,-94.21,4.62,8140718045.0,8112628060.0,0.03,0.08,-2.5,5.21
88,300661,圣邦股份,98.76,7.08,6.53,169789.0,1658721664.19,10.97,101.0,90.88,92.0,92.23,1.62,3.75,122.71,10.86,46612805537.0,44692370328.0,0.07,0.05,12.55,20.76
89,002031,巨轮智能,10.6,7.07,0.7,5580062.0,5793309892.45,13.03,10.79,9.5,9.6,9.9,0.97,28.15,2993.0,9.59,23313594102.0,21011828938.0,0.0,0.09,126.5,113.28
90,301596,瑞迪智驱,143.17,7.06,9.44,26232.0,368374378.4,10.07,145.66,132.2,133.0,133.73,0.88,19.04,80.63,9.82,7891254368.0,1972813592.0,0.02,0.08,35.05,43.17
91,002283,天润工业,6.92,6.96,0.45,923652.0,632438728.0,11.59,7.12,6.37,6.39,6.47,0.97,9.22,21.99,1.31,7885043672.0,6930154366.0,0.73,1.02,36.76,30.08
92,002180,纳思达,28.09,6.89,1.81,402844.0,1099938375.43,10.58,28.5,25.72,26.0,26.28,2.25,2.95,27.73,3.83,39971770533.0,38350030029.0,0.07,0.0,5.28,-0.28
93,002729,好利科技,14.66,6.85,0.94,147355.0,212236837.13,12.32,15.05,13.36,13.66,13.72,1.76,8.4,59.0,5.24,2682339027.0,2572298003.0,-0.14,-0.07,12.17,17.0
94,300078,思创医惠,4.54,6.82,0.29,1564346.0,702160154.68,11.06,4.64,4.17,4.2,4.25,1.46,14.05,-13.42,6.35,5075139924.0,5054686852.0,-0.22,0.0,21.07,49.34
95,002369,卓翼科技,12.69,6.82,0.81,3218971.0,3960180414.85,19.44,13.07,10.76,11.28,11.88,1.08,56.91,-43.51,12.85,7194675193.0,7178106177.0,0.0,1.12,91.4,99.53
96,300765,新诺威,36.68,6.81,2.34,127545.0,455533352.88,8.15,36.68,33.88,34.1,34.34,0.95,1.02,277.33,13.51,51520469186.0,45742616879.0,0.22,0.58,28.66,37.95
97,300145,中金环境,4.34,6.63,0.27,1336296.0,565516505.71,11.3,4.47,4.01,4.03,4.07,0.92,7.02,24.82,3.16,8336707024.0,8263330926.0,0.0,0.46,28.78,16.98
98,300007,汉威科技,43.86,6.61,2.72,584946.0,2540082933.93,9.26,45.02,41.21,41.36,41.14,0.74,20.67,134.99,5.02,14361764849.0,12411262710.0,0.21,-0.61,130.6,114.47
99,301611,珂玛科技,63.7,6.43,3.85,122613.0,773697224.1,9.71,64.39,58.58,58.62,59.85,1.6,20.44,92.25,19.3,27773200000.0,3822000000.0,0.05,0.08,-5.94,8.04
100,300326,凯利泰,7.45,6.43,0.45,288249.0,213213348.39,9.43,7.57,6.91,7.0,7.0,2.36,4.02,71.46,1.86,5341846181.0,5338585912.0,0.13,0.0,15.15,14.62
101,002389,航天彩虹,19.91,6.36,1.19,539162.0,1061276919.12,8.81,20.37,18.72,18.73,18.72,3.07,5.44,2406.58,2.48,19782768769.0,19727289952.0,0.05,0.05,2.42,10.3
102,300604,长川科技,46.42,6.32,2.76,314260.0,1431297466.64,9.07,46.96,43.0,43.21,43.66,1.04,6.51,61.06,8.83,29095290163.0,22395039478.0,0.0,0.04,1.58,5.19
103,300371,汇中股份,10.8,6.3,0.64,128851.0,138462560.6,14.67,11.58,10.09,10.13,10.16,4.21,9.59,29.83,1.96,2173146797.0,1451632115.0,0.47,1.12,0.0,12.62
104,300687,赛意信息,35.8,6.26,2.11,1151033.0,4042606985.33,10.09,36.5,33.1,33.66,33.69,2.13,35.37,116.33,5.45,14682473890.0,11648687951.0,1.42,1.33,90.93,96.7
105,300530,领湃科技,31.9,6.26,1.88,270015.0,809744990.59,25.65,35.35,27.65,29.29,30.02,1.76,17.06,-28.83,79.9,5485248193.0,5048963377.0,0.06,-1.24,37.92,88.42
106,002654,万润科技,14.91,6.2,0.87,1295134.0,1900862104.63,10.61,15.25,13.76,13.91,14.04,0.96,15.32,284.05,8.36,12603460931.0,12602566331.0,0.0,0.0,-4.36,22.92
107,301050,雷电微力,53.74,6.18,3.13,115649.0,613262764.92,8.42,54.44,50.18,50.54,50.61,1.77,5.53,26.39,4.52,13155109612.0,11230332676.0,-0.07,-0.09,0.47,4.19
108,300953,震裕科技,143.25,6.02,8.14,77535.0,1103320513.16,7.63,145.51,135.2,136.2,135.11,0.87,9.19,74.27,5.04,17073193091.0,12087567793.0,-0.49,-0.38,105.85,105.7
109,300008,天海防务,4.93,6.02,0.28,1280900.0,622157560.06,7.74,4.98,4.62,4.65,4.65,2.84,7.78,83.36,4.21,8519183626.0,8120351250.0,0.0,0.0,-5.56,5.34
110,300922,天秦装备,15.0,6.01,0.85,120064.0,177470958.8,6.15,15.02,14.15,14.19,14.15,3.5,10.43,64.73,2.67,2352168000.0,1726254210.0,-0.07,0.07,-3.91,4.53
111,002723,小崧股份,9.18,6.0,0.52,228504.0,205285568.91,7.04,9.2,8.59,8.6,8.66,1.6,7.2,-55.6,2.45,2919303122.0,2911712932.0,0.0,-0.11,32.47,32.09
112,300253,卫宁健康,12.28,5.86,0.68,2503760.0,3063616573.26,11.47,12.73,11.4,11.48,11.6,1.34,13.24,130.5,4.64,26905273475.0,23224394916.0,-0.16,-0.08,54.27,71.51
113,300430,诚益通,17.55,5.85,0.97,173902.0,301385791.6,8.56,17.85,16.43,16.56,16.58,1.12,6.69,36.65,2.15,4791985310.0,4560594930.0,0.11,0.11,14.86,14.71
114,002048,宁波华翔,14.72,5.82,0.81,807259.0,1174222486.1,10.14,15.11,13.7,13.82,13.91,1.08,11.37,12.54,1.06,11979623556.0,10448276358.0,-0.34,-0.07,12.11,16.64
115,300726,宏达电子,32.17,5.82,1.77,99047.0,315584159.58,8.16,32.57,30.09,30.4,30.4,2.11,4.64,37.98,2.7,13248887814.0,6870616805.0,0.0,0.03,-1.32,3.44
116,002715,登云股份,14.74,5.81,0.81,53486.0,78278759.0,10.91,15.32,13.8,13.99,13.93,2.17,3.88,135.56,4.76,2034120000.0,2034120000.0,-0.14,-0.27,-13.8,-0.74
117,301306,西测测试,44.63,5.81,2.45,40627.0,177510516.68,7.56,44.99,41.8,42.02,42.18,0.82,10.34,-29.8,3.46,3766772000.0,1753066400.0,-0.09,-0.16,-2.49,19.43
118,301117,佳缘科技,34.8,5.81,1.91,36727.0,125532790.25,9.0,35.26,32.3,32.8,32.89,1.08,6.47,-134.87,2.49,3210762840.0,1974897181.0,0.06,-0.14,1.61,13.61
119,000970,中科三环,12.8,5.79,0.7,770290.0,973016100.11,8.18,13.0,12.01,12.09,12.1,2.56,6.34,-277.53,2.42,15561289894.0,15561289894.0,-0.16,0.0,20.87,23.43
120,000980,众泰汽车,2.76,5.75,0.15,6561781.0,1767715377.31,9.96,2.85,2.59,2.61,2.61,1.35,13.15,-31.35,15.42,13917431760.0,13776576940.0,0.0,0.36,8.24,15.48
121,300581,晨曦航空,11.05,5.74,0.6,344037.0,375869469.95,7.18,11.18,10.43,10.43,10.45,2.59,6.25,-183.5,6.07,6078710483.0,6078710483.0,0.0,0.09,-8.15,-1.43
122,002290,禾盛新材,23.6,5.73,1.28,223359.0,517713111.68,13.58,24.33,21.3,21.3,22.32,0.77,9.03,51.17,7.39,5855450988.0,5835095988.0,-2.12,-1.91,42.6,38.01
123,000586,汇源通信,10.85,5.65,0.58,138727.0,145686898.48,7.4,10.86,10.1,10.14,10.27,0.98,7.17,-602.75,6.35,2098824000.0,2098824000.0,0.0,0.0,8.83,14.21
124,300875,捷强装备,30.23,5.63,1.61,75517.0,229287623.55,8.39,31.49,29.09,29.11,28.62,2.22,8.82,-240.3,2.43,3018004523.0,2588883294.0,-0.07,-0.17,-10.14,7.35
125,300643,万通智控,13.58,5.6,0.72,97548.0,131103272.4,7.23,13.74,12.81,12.81,12.86,1.98,4.24,27.74,2.84,3133439164.0,3126442069.0,0.0,0.07,1.72,13.55
126,002155,湖南黄金,18.87,5.6,1.0,964371.0,1785657534.94,5.65,18.98,17.97,18.25,17.87,1.86,8.02,25.51,3.37,22682484874.0,22680189207.0,0.05,0.05,6.61,19.96
127,001270,铖昌科技,31.74,5.59,1.68,62030.0,193504890.96,7.25,31.89,29.71,29.87,30.06,1.13,6.12,-156.48,4.83,6578735866.0,3218180906.0,0.0,0.06,-34.42,-16.69
128,300456,赛微电子,18.71,5.59,0.99,271380.0,497680421.3,7.17,18.82,17.55,17.56,17.72,1.27,4.57,-87.24,2.72,13699707737.0,11104320974.0,-0.05,0.0,-6.68,8.91
129,300213,佳讯飞鸿,10.02,5.58,0.53,794220.0,789699526.25,11.59,10.3,9.2,9.21,9.49,1.09,14.41,121.4,2.68,5949060011.0,5522655985.0,-0.1,0.0,18.3,30.3
130,301209,联合化学,34.89,5.54,1.83,31544.0,108125954.8,6.29,34.98,32.9,33.06,33.06,2.46,12.87,47.49,3.86,2791200000.0,854805000.0,0.03,0.14,21.95,28.98
131,002935,天奥电子,15.9,5.51,0.83,86806.0,135898461.38,6.57,15.95,14.96,14.98,15.07,1.62,2.09,105.64,4.28,6781707225.0,6599945040.0,-0.06,0.06,0.82,-1.24
132,300466,赛摩智能,8.43,5.51,0.44,288399.0,243208226.41,10.89,8.72,7.85,7.9,7.99,1.46,6.87,-172.85,5.66,4514517124.0,3540484147.0,0.0,0.24,-7.16,13.15
133,301368,丰立智能,84.38,5.48,4.38,198037.0,1663150296.8,9.53,87.22,79.6,80.83,80.0,1.17,30.88,480.33,10.39,10134038000.0,5410567107.0,-0.59,0.81,65.22,82.84
134,002774,快意电梯,8.32,5.45,0.43,87133.0,71177486.19,6.97,8.34,7.79,7.79,7.89,0.88,3.09,24.63,2.3,2801243328.0,2344342499.0,-0.12,-0.24,4.52,20.06
135,301029,怡合达,29.27,5.44,1.51,142948.0,419088452.42,10.55,30.2,27.27,27.46,27.76,0.93,3.54,42.41,4.6,18563113380.0,11831760146.0,0.0,0.07,17.55,18.41
136,301397,溯联股份,39.93,5.36,2.03,54502.0,219571931.68,11.19,41.73,37.49,37.91,37.9,1.09,9.94,33.08,2.48,4789294681.0,2189971471.0,0.08,-0.15,45.31,55.07
